idx,return,steps,failure
775,5.0,16,False
776,0.0,12,True
777,-9.0,12,True
778,-21.0,15,True
779,10.0,11,False
780,-1.0,13,True
781,6.0,15,False
782,-8.0,11,True
783,-1.0,13,True
784,5.0,16,False
785,7.0,14,False
786,-23.0,17,True
787,6.0,15,False
788,-2.0,14,True
789,6.0,15,False
790,2.0,10,True
791,-14.0,17,True
792,-16.0,19,True
793,-32.0,17,True
794,-2.0,14,True
795,-26.0,20,True
796,8.0,13,False
797,-4.0,16,True
798,0.0,12,True
799,-3.0,15,True
800,11.0,10,False
801,-13.0,16,True
802,-16.0,19,True
803,6.0,15,False
804,7.0,14,False
805,7.0,14,False
806,-15.0,18,True
807,-35.0,20,True
808,9.0,12,False
809,-12.0,15,True
810,-25.0,19,True
811,-4.0,16,True
812,0.0,12,True
813,0.0,12,True
814,5.0,16,False
815,-12.0,15,True
816,-9.0,12,True
817,-14.0,17,True
818,8.0,13,False
819,-7.0,19,True
820,11.0,10,False
821,-14.0,17,True
822,14.0,7,False
823,-12.0,15,True
824,-25.0,19,True
825,-25.0,19,True
826,9.0,12,False
827,-31.0,16,True
828,-2.0,14,True
829,11.0,10,False
830,11.0,10,False
831,-26.0,20,True
832,3.0,9,True
833,-12.0,15,True
834,8.0,13,False
835,6.0,15,False
836,-8.0,11,True
837,8.0,13,False
838,7.0,14,False
839,-11.0,14,True
840,10.0,11,False
841,8.0,13,False
842,-30.0,15,True
843,11.0,10,False
844,-4.0,16,True
845,6.0,15,False
846,8.0,13,False
847,-4.0,16,True
848,-4.0,16,True
849,0.0,12,True
850,-25.0,19,True
851,2.0,10,True
852,-21.0,15,True
853,-13.0,16,True
854,-35.0,20,True
855,-11.0,14,True
856,-61.0,19,True
857,-14.0,17,True
858,8.0,13,False
859,-30.0,15,True
860,0.0,12,True
861,-17.0,20,True
862,9.0,12,False
863,-66.0,24,True
864,8.0,13,False
865,-8.0,11,True
866,-38.0,14,True
867,10.0,11,False
868,6.0,15,False
869,7.0,14,False
870,6.0,15,False
871,6.0,15,False
872,7.0,14,False
873,-21.0,15,True
874,8.0,13,False
875,5.0,16,False
876,11.0,10,False
877,7.0,14,False
878,-10.0,13,True
879,11.0,10,False
880,-11.0,14,True
881,-7.0,10,True
882,-2.0,14,True
883,8.0,13,False
884,-24.0,18,True
885,9.0,12,False
886,12.0,9,False
887,-15.0,18,True
888,11.0,10,False
889,-10.0,13,True
890,-33.0,18,True
891,-20.0,14,True
892,-25.0,19,True
893,-23.0,17,True
894,8.0,13,False
895,-2.0,14,True
896,-35.0,20,True
897,-1.0,13,True
898,-34.0,19,True
899,7.0,14,False
900,-2.0,14,True
901,13.0,8,False
902,9.0,12,False
903,-12.0,15,True
904,-27.0,21,True
905,-14.0,17,True
906,-15.0,18,True
907,-4.0,16,True
908,-3.0,15,True
909,-9.0,12,True
910,-2.0,14,True
911,-55.0,22,True
912,-38.0,14,True
913,-1.0,13,True
914,7.0,14,False
915,9.0,12,False
916,-13.0,16,True
917,-19.0,13,True
918,9.0,12,False
919,9.0,12,False
920,-35.0,20,True
921,-23.0,17,True
922,14.0,7,False
923,11.0,10,False
924,-35.0,20,True
925,-20.0,14,True
926,-45.0,21,True
