idx,state,steps,failure,mutant
871,461,9,False,plan_0
872,184,12,False,gamma_0.70
873,184,15,False,alpha_0.40
874,184,14,False,eps_0.30
875,184,11,False,plan_0
876,181,12,False,gamma_0.70
877,181,14,False,alpha_0.40
878,181,12,False,eps_0.30
879,181,14,False,plan_0
880,421,12,False,gamma_0.70
881,421,13,False,alpha_0.40
882,421,17,False,eps_0.30
883,421,10,False,plan_0
884,232,18,False,gamma_0.70
885,232,12,False,alpha_0.40
886,232,14,False,eps_0.30
887,232,15,False,plan_0
888,128,13,False,gamma_0.70
889,128,11,False,alpha_0.40
890,128,13,False,eps_0.30
891,128,17,False,plan_0
892,44,11,False,gamma_0.70
893,44,15,False,alpha_0.40
894,44,15,False,eps_0.30
895,44,15,False,plan_0
896,166,16,False,gamma_0.70
897,166,12,False,alpha_0.40
898,166,11,False,eps_0.30
899,166,16,False,plan_0
900,449,11,False,gamma_0.70
901,449,10,False,alpha_0.40
902,449,12,False,eps_0.30
903,449,11,False,plan_0
904,113,16,False,gamma_0.70
905,113,12,False,alpha_0.40
906,113,11,False,eps_0.30
907,113,10,False,plan_0
908,24,17,False,gamma_0.70
909,24,18,False,alpha_0.40
910,24,10,False,eps_0.30
911,24,16,False,plan_0
912,73,12,False,gamma_0.70
913,73,14,False,alpha_0.40
914,73,16,False,eps_0.30
915,73,16,False,plan_0
916,451,17,False,gamma_0.70
917,451,12,False,alpha_0.40
918,451,10,False,eps_0.30
919,451,10,False,plan_0
920,473,17,False,gamma_0.70
921,473,10,False,alpha_0.40
922,473,14,False,eps_0.30
923,473,10,False,plan_0
924,466,13,False,gamma_0.70
925,466,10,False,alpha_0.40
926,466,15,False,eps_0.30
